
mitt onomics job flow letting rich folk and corporation pay little or tax yephotel maid gardner amp food service job,-1,-1
dont even want hear mitt romney speak anymore get annoyed every time open mouth lol,-1,0
romney trying kick people and give help teamobama,-1,-1
dont even care run country tbh like making fun mitt romney make easy,-1,0
mitt romey smirking waiting talk daydreaming polygamy,-1,0
watch romney ship illegal immigrant back country become president,0,-1
oh snap mitt said youre born immigrant parent go military high school omg debate,-1,-1
romney terrific job debate,1,1
hear romney talk see someone fake debate,-1,0
think romney explain position and give detail simply saying obama wrong doe not make right,-1,0
romney need shut hell knew dont care spanish people romney,-1,-1
woman run business offended thought scary romney man,-1,0
romney president,1,1
romney demand deployment immigrant child soldier debate kony,-1,-1
romney aint tryna shit make u slave haveaseat,-1,-1
romney disrespectful lil man nooo way would get vote run country,-1,-1
romney lost latino vote dumbass,-1,-1
america wa founded immigrant fuck mean romney racist bastard,-1,-1
romney avoiding question like child support lol,-1,0
romney explaining thing even better st debate connecting,1,1
romney doesnt legit campaign,-1,0
romney opposed dream act yet apparently would provide pathway child illegal immigrant brought country gobama,-1,-1
mitt romneys great omg love much shitnoonesays,-1,-1
mitt romney basically used car salesman,-1,-1
romney advises college student borrow money parent seriously thats best advice,-1,-1
romney lying,-1,-1
romney ha respect president smh know wont respect people,-1,-1
mitt romney keep talking job tax job tax omg education,-1,-1
romney need given chance last debate and top one,1,-1
romney need stfu said kid come illegaly list army and get green cardsbitch aint africa,-1,-1
romney say anything president specific act faith,-1,-1
romney fucking mind put immagrant baby military,-1,-1
romney cannot win immigration argument potus ha dream act romney ha grandad fled mexico escape polygamy rap,-1,-1
cant stand listening romney talk douche douche douche,-1,0
mitt obamas campaign didnt make u think dont care american people wa percent,-1,-1
would like ask mitt romney refuse share tax american people n feel layoff thousand american,-1,-1
romney romney romney,1,-1
hardballchris romney voter always ignorant,-1,1
romney,1,-1
reading romney position ha soul,-1,-1
oh sht romney going jail obama,-1,-1
romney ryan believe america whatsurtag,1,-1
tomscheboy im quite certain mitt romney would actually create million job unfortunately theyd china,-1,-1
mitt romney thats guy,1,-1
hardballchris romney policy scare deathliterally,-1,-1
nytimes mr romney need working calculator,-1,-1
mitt romney ha really practicing week debate prep show empathy chris wallace fox,0,0
whydoyouthinkitsokayto vote romney,1,1
mitt romney scare,-1,-1
entire world risk romney ryan n republican gambled unwisely greed n selfcenteredness immoral ethicsreelect,-1,0
kirsten power vote romney prediction,0,1
math behind romney tax plan click away,0,-1
detail mitt romney tax plan youll notice something strange detail,0,0
round tonight charge counting mitt romney lie and calculator handy,-1,-1
youthvote waking pew research center romney gain point favorability among,1,1
poll dont mean anything butrt westwingreport gallup romney national lead ha widened point romney,1,1
gopfirecracker still ask wrong romney trying starve kid getting rid health care,-1,-1
debate go romney,1,1
romney need display energy continue redefine and attack current economic condition natural,1,-1
mitt romney actually tard,-1,-1
think another strong performance tonight romney win,1,-1
pres obama win nov tho romney and sad commercial keep seeing go,-1,1
rpolitics removed poll indicate romney slight lead poll votesmust,1,1
romney stupid waste life,-1,0
beware mitt romney,-1,-1
idonthavetimefor year romney,-1,0
davidbrotunga mitt romney,0,-1
romney win tell,1,-1
im going move canada mitt romney win,1,-1
romney fag,-1,-1
romney winning good,1,1
mitt romney wa not effective governor,-1,-1
morgan mitt cnn star say romney might save america,1,1
town hall debate might trickier romney,0,1
bainport romney save job u p labor sensata,1,-1
romney need well gain support ohio hope attack obama administration attack u consulate benghazi,0,0
fightforjobs vote romney not socialist pig,1,1
romney ha real job plan,-1,-1
brilliant finally mitt romney tax plan explained ht daaronovitch,0,0
read romney incredible plan cut tax trillion,1,-1
marlboro mitt latest attack romney link plan pushing cigarette kid,-1,-1
romney tax plan brilliant,1,0
mitt romney tax plan add tax hike middle class math,1,-1
not let liar romney control debate must take charge and dont allow moderator cut,-1,0
freeport city council vote unanimously call mitt romney save sensata job,1,-1
lynxc yes romney better win,1,0
romney lie,-1,-1
oh cant let romney win,-1,-1
vote mitt romney dont care right and born silver spoon mouth ignorant struggle,-1,-1
cmon romney,1,-1
idonthavetimefor mitt romney,-1,-1
dont like romney funny looking blow really,-1,-1
fuck romney,-1,-1
lmfao amazing romney,1,-1
unfair say mitt romney ha foreign policy experience cayman island investment swiss bank account thats foreign debate,-1,0
make sense,1,-1
kalekenik im romney man eeh,1,1
personally kill mitt romney elected,-1,-1
romney finally released tax plan even better expected honest politician date,1,0
im excited watch presidential debate tonight romney,1,0
cnn panelist call romney douche twice,-1,-1
swing state poll woman push romney lead,1,1
nine people saying romney tax plan mathematically impossible huffington post,-1,0
ohio mom voting mitt romney,1,1
via gallup romney expands lead among likely voter four,1,1
accusation mitt romney helped youth get hooked cigs,-1,-1
mitt romney job plan sham critic say million job romney promise create may well appear,-1,-1
idk anyone could vote romney want take woman right,-1,0
mitt romney best luck tonight proud and look forward president mitt romney,1,1
sorry gop romney not going add job,-1,-1
lol romney camp think getting woman votebitch please,-1,-1
mitt romney trillion debt spike plan like plan bush spiked debt p tcot,-1,0
american voice ross perot endorses romney,1,-1
mitt romney use ann sparingly right people dont get tired,0,0
swing state poll woman push romney lead,1,1
sen rob portman romney probably could win election without ohio kkoh,1,0
aaronmiller want mitt romney president,1,-1
u want pres doesnt want bring troop home fr afghanistan vote fr romney u want pres brings troop home vote fr obama,1,-1
mitt romney annoying,-1,-1
bloomberg news confirms mitt romney plan would raise tax middleclass family,-1,-1
romney recovery start november let elect romney give business confidence and certainty need start hiring,1,0
heygeno meredithfo think abt ge and bho romney know make money preez know squander money,1,-1
called romney douche cnn hahahahaha,-1,-1
im republican votin mitt romney,1,-1
mitt romney trendn sound like subway commercial,-1,-1
lizzwinstead aishatyler drjamespeterson new b debate bill clinton call romney liar tax cut,-1,0
dis whitehistorymonth thing wa clearly influenced mitt romney and stupid,-1,-1
unmasking mitt romney economic sham,-1,-1
think romney joke rt,-1,-1
romney ha real job plan former massachusetts gov mitt romney claim elected office,-1,-1
friday night light director accuses mitt romney plagiarism threatening letter,-1,-1
report romney seek engage black member townhall debate audience chorus let dog,0,-1
gallup likely voter poll ha romney winning could gamechanger election,1,1
mitt romney tax dodge,0,0
president clinton explains mitt romney trillion tax cut,0,0
romney surge among rural voter swing state,1,1
ppact pascuzzo mitt romney child going get rid mitt romney dog going get rid mitt,-1,-1
saw romney commercial earlier played biden laughing talked sob story dirty and low,-1,-1
finally romney tax plan big news,1,0
romney campaign job math bad tax math,-1,-1
romney become president gone start reading term condition might agreeing slavery lmbo,-1,-1
poll romney lead rural swing county,1,1
breaking news romney ryan war policy creates mil job starting world war iii and killing million human,-1,-1
new report show exactly romney medicare plan would cost senior,-1,-1
romney shamble debate edition first romney hide tax hiding tax plan debate,0,0
exreagan adviser romney tax plan not jumpstart economy,0,0
look like romney finally realized detail tax plan link work bet desktop browser,0,0
doe romney bain capital support voter suppression,0,1
victory rally mitt romney and country music star lee greenwood chesapeake virginia wednesday,1,-1
want detail romney tax plan,0,0
good luck and god bless mitt romney cantaffordmore mittyougotthis romneyryan debate,1,1
f romney and family and lie deport current current,-1,-1
romney last year governor wa largely absentee chief executive,-1,-1
romney really want win postdebate analysis come better pay focus group,-1,0
edyong hell im still waiting romney programming glitch could hear hovercraft full eel tonight dreaming,-1,-1
ceceladyceo blackrepublican romney much better current administration,1,0
realdonaldtrump rupertmurdoch israel nightmare america romney elected,-1,-1
yall notice romney neva go tohbcuslol nigga know wats best,0,-1
stevenlwalker romney ryanrepubs never stop lying since working rr voter not see danger mitt usa bain,-1,0
watch bill clinton break romneys tax plan illusion,0,-1
yo mitt stacey dash amp whitney houston not person,0,1
pirgold indyrallen romney answer asked suppose foreign policy never know,-1,-1
article mason dixon romney lead florida hannity glennbeck,-1,1
always play mitt romney ad ace hood pandora aint nigga got time,0,0
cant let romney win yall realshit,0,-1
cnnpolitics ab time romney make foot chewing demonstration natwrld wide tv,-1,-1
detail matter button doesnt work u anyone else clever parody site mitt romney trillion tax plan,-1,0
justlikedad romney son tagg lie involvement imprisioned ponzi schemer allan stanford,-1,-1
voting lyin unfitt mitt romney youre traitor america,-1,-1
stephencrose socalled bipartisanship veto overturned democratsstop lying romney cheat,-1,-1
anomaly tax plan,-1,0
thedailybeast romney ryan people set fired another stupid and kind sleazy political ploy,-1,-1
sorry mitt real world tax reform doesnt boost growth,0,0
would rather bos romney or obama tellyourboss happybossday debate,0,0
jimhumbert thats bunch propaganda bullshit not even romney know plan or isnt going,-1,1
theblaze romney keep winning tonight truth and prayer offered behalf,1,1
rt yayforsummer mitt amp ann romney houseguest oprah romney ryan,0,-1
forbes obama and romney square first presidential debate denver,0,0
watch detail mitt romney tax plan dance away like broomstick fantasia,-1,0
davidfrum sdwinkler and nobody press criticize romney making promise cant keep month end,-1,0
afraid freedom amp liberty realdonaldtrump garyjohnson pulling vote mitt romney dont waste vote obama must go,0,1
afraid freedom amp liberty realdonaldtrump garyjohnson pulling vote mitt romney dont waste vote obama must go,1,1
drudgereport ceo millionaire and billionaire donate romney and opine election,1,-1
marksimoneny hilary clinton take fall benghazi death sen mccain saysthe pres responsible,0,0
source romney accuse mitt romney first debate saying thing mitt romney second debate strongly disagrees,-1,0
chrislhayes mother working job romney win dont surprised move another country selfdeportationofthemiddleclass,-1,-1
nowwithalex ryangrim and tired listening romney and campaign manager come and quietly say not stance,-1,-1
llovecoffee mitt romney sure usa cant take obama badeconomy debt unemployment highgasoline food stamp,1,-1
billmaher shhhhhquiet please republican might stop spending turn around romney,0,-1
gibsonradio romney secret tape reveals wa waiting foreign incident could exploit romney prayed demon god moroni,-1,0
wonder romney wear china lapel pin tonight,0,-1
blackrepublican nature biz practice bain wa take risky biz and flip profit cant romney stand,-1,0
letter exmrs pocho employee must vote romney,1,-1
newsninja obama ha divided country sad see make determined ever vote romney,1,-1
many mitt romney foreign policy adviser helped push u war iraq,-1,-1
dloesch boehlert claiming medium ha tank romney equivalent henry winkler pair ski and shark tank,1,-1
keithkingbay im voting romney ryan im flat tired woman right,1,1
linkblog detail mitt romney trillion dollar tax plan,0,0
kid arguing president look dumb know bush wa reason shit obama taking wrap,0,-1
chrisrockoz know and feedback romney tax plan,0,0
think hard minority and middle class shit gone get real romney win plesaevote,-1,-1
think hard minority and middle class shit gone get real romney win plesaevote,-1,-1
real mitt please stand,0,0
youll never get one mitt romney win cant complain u dont vote rt lmaoatdosehoes im not voting get job,-1,0
davidaxelrod romney secret plan create job not true instead loose job tax cut wealthy,-1,-1
drunkvoltron im republican im not voting romney though idiot probably write,-1,1
bmaygers romney camp ever pull head sand maybe realize struthious inaction isnt productive u,0,-1
commonsensepre tysm follow following back go mitt tonite,1,1
dwstweets romney secret plan create job not true instead loose job tax cut wealthy,-1,-1
glennkesslerwp calling romney job plan lie wapo reporter say coverage,-1,-1
hollybdcs incredible piece romney handson campaign style must read,1,0
fortune missing romney tax plan realitya must read democratic underground,-1,0
rubio chance nothing happens avert fiscal cliff romney win market give romney time act viewgab,0,0
markrmatthews and romney win tonight man truth side and divine providence cant help win,1,-1
wouldnt know itmitt romney released year worth tax return,0,-1
adriannalunaxxx like romney campaign say government need stay business way,1,0
video romney day one promise least thing inc keystone xl immigration reform,0,0
woman going huge romney luv alpha male latest pc atwashtimes,1,-1
breitbartnews gibbs wish one hand and shin wishing dont make fact still romney side,1,1
anitagunn dkahanerules hope romney relentless need answer,-1,-1
dncs dwstweets tell asheville mitt romney ha choice tonight tell truth or keep trying hide position,-1,0
romney want class people rich and poor want rich richer and poor poorer,0,-1
blackrepublican would not honest open conversation romney ha betted america putting struggling family work,-1,0
tf keep seeing romney commercial,0,-1
lhochstein suggesting pier morgan interviewing romney boy last night wa not topnotch journalism,0,-1
time short woman abandoning obama nyt go romney ryan victory could result recriminalizing abortion much america,1,0
huffingtonpost would never believe man wa romney supporter know liberal medium would jump opportunity,0,-1
romney accuses critic tax plan using calculator number pulled directly magical,1,0
davidaxelrod small strong romney bain china outsourced french worker bainport sensata,1,-1
therealromney,-1,-1
lovecountryusa and thats exactly romney told obama first debate obama isntworking,0,0
lostinspacetoo mitt romney barack obama joebiden um mitt romney ha unemployment rate thats way obama say,-1,-1
ht entire twitter feed dnc romney tax plan usa gt,0,0
opinion gay american vote mitt romney,0,1
apls interesting story romney nomics ongoing case read and rt,0,-1
tnycloseread charity answer romney problem,0,-1
democrat launch ingenious new site attack romney tax plan,-1,-1
dumb atlantic article argues romney ha great tax plan ignore everything actually proposed,-1,-1
claremonster mitt romney financial plan,1,-1
daveweigel obama ha one blame benghazi gate not bsed could rallying point,-1,-1
thedemocrats small strong romney bain china outsourced french worker bainport sensata,-1,-1
allen yeahit seems apple really doe not fall far tree ill bet child liberal felt romney wa obnoxious,-1,0
mozin rt anomaly comgenkdt breaking day debate mitt romney release detail tax plan,0,0
tagg romney private equity pal cash medicare medicaid and forprofit college ripoffs,-1,-1
cotyt trillion country money still million romney money,0,-1
ross perot back romney dis obama,0,1
cant monkey go around mauling senior unless thats social security plan mitt isnt telling u,-1,-1
time romney time,0,0
shortwave allanbourdius judge romney record or judge statement riddle one lol,0,-1
xd rt filthyrichmond donating romney campaign new buying facebook stock,-1,-1
progress undone romney appoints next supreme court justice daniel alarcn,-1,-1
likonium way around youll likely find job romney get elected,1,-1
kwelkernbc must bring domestic and foreign policy romney real one behind closed door or stage,-1,0
blackrepublican maybe try another sport like hockey america not safe romney hand mentality flip biz take run,-1,0
woman moving romney,1,0
nowwithalex ryangrimarent guy tired hear romney say something and campaign say not mean flipping,-1,-1
bill clinton wrong romney tax plan henry blodget,0,-1
higowned evoting machine give romney white house,0,0
democrat trying disprove romney plan know nothing economy,-1,-1
federal fund subsidize tagg romney private equity bonanza,0,-1
romney need lie smoothly and frequently and remember upload latest humanemotionsimulacra software,0,-1
romney need lie smoothly and frequently and remember upload latest humanemotionsimulacra software,-1,-1
know romney say anything win even not true corporatebuyout specialist and governor gottavote,-1,-1
romney ryan win would mean ban abortion ban dont stop abortion,-1,-1
debate moderator crowley beck cnns crowleys aggressive exchange reference lie romney outsourcing,-1,-1
sensata worker romney job claim make boldfaced liar,-1,-1
dailykos sensata worker romney job claim make boldfaced liar,-1,-1
anndromney praying mitt and country god provides strength message and ha given mitt talent deliver go mitt,1,0
romney plan give tax cut rich hoping use hire unemployed thats hell gamble,-1,-1
ready round two president obama amp romney tonight,0,0
doe starbucks think think mitt romney starbucksuktaxscandal,0,-1
said desperation rt filthyrichmond donating romney campaign new buying facebook stock,-1,-1
jennyablue plus matter happens medium cry zomg romney cant tell lie look mittmentum building tcoop,1,-1
lawrence small strong romney bain china outsourced french worker bainport sensata,0,-1
mitt romneys top economic adviser greg mankiw said offshoring american job wa good thing sensata,-1,-1
dk agree romney need elaborate little,1,-1
mozin romney wa not businessman wa master financial speculator bought sold flipped amp stripped business stockmanreaganite,-1,-1
markjekyllhyde think romney possibly high poll still highly stacked,0,1
romney million job pledge based completely bogus math,-1,-1
woman push romney lead say usatodaylikewtf woman get together,1,0
bennydub romney similar ahaha,0,-1
mittmath rt slate romney million job pledge based completely bogus math,-1,-1
mitt romneys new job math doesnt add see,-1,-1
wardbrenda shortwave allanbourdius im rule girl and yes rnc and romney cheater,-1,-1
believe mitt slight lead rcp national average mean actually significantly ahead bc averaged poll still biased toward dems,1,1
billmedley im working away morning im excited debate want romney seal deal call amp tell,1,0
knewthat andybarovick six study paul ryan cited prove mitt romney tax plan impossible theatlantic,-1,-1
davidfrum math unimportant point imho romney ha called framework thats big,-1,1
yes manup obama nationaljournal nite mitt romney call barack obama apologize video producer admin falsely accused,0,-1
dianneinindiana katyinindy yes yes yes amp yes bad dont see blinded thinking romney victory fix,1,-1
former president george w bush reaffirmed support mitt romney,1,-1
weve got msnbc cafe asked first grade girl wanted potus and shouted michelle obama love job,0,-1
rtdid know according new book presidential perk gone royal taxpayer spent billion obama family year,-1,0
marcomarianiit marco quit calling mitt romney empty peace,-1,-1
prediction romney electoral vote obama electoral vote,-1,1
mitt romney feel pretty good debate bos day and elected plan make every day bos day,0,-1
dailycaller mitt doesnt murdered gay friend dont worry neither gop or bathhouse barry right tpp tcot,-1,-1
shocking romney bain selling american worker china video,-1,-1
ceceladyceo blackrepublican romney wish wa global humanitarian sound tiring,-1,-1
byronyork total lie romney ryan criminalizing abortion scare tactic,-1,-1
despicable drudge massive riot black people attacking white people mitt romney win election,-1,-1
elected romney busy first day according promise video,-1,0
adamgraysays well go romney not much surge,1,-1
mitt romney beat barack rap battle vote,0,1
jbabits hopefully win america done obama win wish america would grow brain and realize although romney,1,-1
ericboehlert mmfa romney clearly lied republican base get nomination think truthful,-1,-1
rt lindadavis jerrykomar pa play mean ohio winnable romney mittromney coal state waking,0,0
bettyfive mitt romney,1,-1
watch rosieperezbklyn tear romney helpful latino comment new video,0,0
bryoks agree romney isnt personable or human might not even know respond audience q arapgov,-1,-1
barackobama please show tonight debate ready challenge fabricated story romney word stay awake,-1,-1
talk mitt romney trillion tax know want change bill,0,0
romney sue extend absentee voting overseas military,-1,0
rj loo chain executive nextpointevent romney camera left room vote,0,1
news orgs great work romney tax plan time get work romneys sham job plan,-1,-1
ebertchicago reagan budget director david stockman say romney ryan budget malarky,-1,-1
byronyork even romney win recriminalizing abortion never happen seeking term potus not,0,0
kind man mitt romney really tcot,0,-1
amritat reckon win obama or romney,0,0
zionist u college student favoring romney zionist student foreign policy and particularly ca,1,-1
romney million job scam reminds rip torn selling penny movie sick puppy,-1,-1
found,0,-1
terrymoran obama said american increasingly naiive,1,1
iblackguy romney gone turn u hunger game,-1,-1
jaykelllz doe bullshit last debate might well spoon feed romney election,1,-1
wonder ryan couldnt provide detail romney million job pledge based totally bogus math,-1,-1
avenuejay think going end president romney unfortunately,-1,1
romney name tax loophole would close make tax cut across board nopedidntthinkso,0,-1
issue romney hone much social conservative might alienate moderateliberal republican,-1,-1
thereval know k romney pulled limit and middle class wont qualify or enough deduction,-1,-1
oops mean romney ha lost vote obama,-1,-1
romney campaign and dansenor and jasoninthehouse wow mighty quiet msnbc debate,1,-1
st predential debate beatdown romney and watching inslee and mckenna go wagov mylife,0,-1
romney tax plan would make easier outsource job,0,-1
mitt romney thats lie,-1,-1
rammanson im getting better feeling romney day actually think may win,1,-1
american passionate stance romney upcoming policy support,0,1
zero think rt billburton whats overunder many people mitt romney fire debacle,0,-1
romney doe not american people interest mind,-1,0
mitt romney ha completely flipflopped gun control political career,-1,0
hate fact neighbor next romney sign feel like trying u lmao,-1,0
let get ready rumble team romney and ready go,1,1
romney view changing faster color fall,-1,0
omg romney hooked binder like kindergartner phonics debate ctl,0,-1
romney promise add job absolutely nothing,-1,-1
romney yo,1,-1
india start another reason romney not supported invadeicountry philosophy,-1,-1
mitt romney gotta twitter,0,-1
cant trust romney admitted pastor dont trust pastor think sneak money low sorry,-1,-1
every dog ha day mr romney lost debate youll lose electionyoure phony,-1,0
debate mitt romney and republican talk helping small business really mean followthemoney,0,-1
davidpilling agreed single mom responsible gun violence really romney,-1,-1
still cant believe romney said would conscript child illegal immigrant pathway america wow,-1,0
marco rubio throw cold water romney tax plan fb,0,0
middle income tax payer buried last four year concept reality like mitt romney debate,-1,-1
romney taking u back next going start accusing witch and going die,-1,-1
pdslive doe romney gun,0,-1
snarkinfested easily import binder chinese company romney ha invested,0,0
hang another one romney romney ryan,1,-1
get green card and get green card everybody get green card romney wa oprah pdslive,0,-1
mssonyajizzle governor romney showed first debate wa not flukedamn sonya u rommey,1,-1
good win tiger and romney,0,1
chinese folk tired mitt romney keep knockin door currency manipulating glove lol,0,0
mitt romney great one thingredirecting question avoid straight forward answer,-1,-1
romney team ha concerned,-1,-1
romney government doe not create job put charge government create job debate paraphrase,0,-1
according paul ryan email received mitt romney crushed tonight cool story bro,1,-1
vega focus group say romney,1,0
wa amazed romney knew price gas doesnt someone working min wage know,-1,-1
regardless pundit saying romney debate,1,0
hazeinmylungz aye ikr thats exactly im going bikini bottom id rather live rock romney president,-1,-1
betting romney lie tonight time,-1,-1
romney binder full woman,0,-1
stephen schwarzman chairman world largest private equity firm endorses mitt romney nov,1,-1
romney like know know going dude,-1,-1
singingadiftune im romney could added best friend woman wouldve huge lie,0,-1
obama said romney didnt serve also said unimportant job wont come back job important,0,0
mitt romney style actually dying,0,-1
frankluntz focus group real hoot romney figure,1,0
yall know romney cant put yall slavery right yall dumb,0,-1
get rid romney and occupy and back union especially walmart,-1,-1
elaine nytimes realdonaldtrump mitt romney idiot would think romney debate obama debate,-1,-1
three cheer president pointed national tv lie romney ha using trying win voter,-1,0
romney get elected promise someone give romney ryan shirt ill wear school and take picture promise,0,-1
see people fb like romney get sudden urge throw,-1,-1
romney see treated second rate wemen special almost like equal,0,0
really cant feel sorry ppl lie reason like thru gotta kin romney cause thats doe,-1,-1
not romney dosnt care abt ppl hed rather give ppl tool sucess hand thats bo,-1,0
would say settle presidential race basketball game know would win romney j amazing,1,-1
ive decided vote romney ha ha ha good night,1,-1
lmao kid saying republican okay go ahead orphan and vote romney,0,-1
oh romney go woman right and im not editing tweet debate,0,-1
karlrove romney wa clear winner point,1,1
